variety,planting_date,days_to_harvest,head_weight_kg,head_diameter_cm,soil_ph,irrigation_liters_week,pest_present,fertilizer_type,quality_grade
Кольраби,2026-02-19,66,0.96,8.3,6.69,6.2,False,Минеральное,A
Белокочанная,2024-04-03,102,2.95,25.8,6.99,11.6,False,Органическое,A
Брокколи,2026-02-08,83,0.56,11.8,5.69,15.5,False,Без удобрений,C
Белокочанная,2024-07-04,126,1.53,14.2,5.73,19.1,True,Органическое,C
Брюссельская,2025-09-28,104,0.93,8.3,6.72,14.2,False,Органическое,A
Краснокочанная,2024-10-23,132,2.5,14.4,5.98,10.8,False,Комплексное,B
Брюссельская,2025-09-03,121,0.57,6.2,7.35,13.4,False,Комплексное,A
Пекинская,2024-07-06,80,1.22,14.2,6.23,13.0,False,Органическое,A
Брюссельская,2024-08-04,118,1.14,4.3,6.8,9.5,False,Минеральное,A
Цветная,2024-04-06,116,1.67,21.8,7.18,9.2,False,Комплексное,A
Брюссельская,2024-12-24,98,0.46,5.7,5.39,11.8,False,Комплексное,A
Брюссельская,2024-03-30,91,1.04,7.2,5.61,13.0,False,Минеральное,B
Цветная,2026-03-28,94,1.22,12.8,5.49,11.9,False,Без удобрений,B
Пекинская,2026-05-28,65,2.03,11.7,6.69,14.6,False,Минеральное,A
Кольраби,2025-12-22,86,0.68,8.4,5.9,9.9,False,Минеральное,A
Брокколи,2026-04-06,72,1.35,19.0,7.18,12.0,False,Минеральное,A
Пекинская,2026-02-21,69,1.21,9.8,6.24,17.3,False,Комплексное,A
Цветная,2024-03-24,115,1.61,10.9,6.3,17.2,True,Минеральное,C
Брокколи,2024-05-23,75,0.57,16.0,7.48,8.1,False,Комплексное,B
Краснокочанная,2025-12-25,120,1.21,16.8,6.9,18.5,True,Комплексное,C
Цветная,2025-10-19,113,1.03,21.3,7.09,12.6,False,Минеральное,A
Пекинская,2025-08-26,55,1.2,14.2,7.33,15.0,False,Комплексное,A
Пекинская,2025-09-24,52,1.14,10.1,7.22,17.3,False,Комплексное,A
Кольраби,2026-03-25,82,0.88,11.0,6.07,12.6,False,Биоудобрение,A
Брокколи,2024-07-13,70,1.25,18.8,5.93,13.7,False,Комплексное,A
Брокколи,2025-02-09,99,1.18,12.6,7.1,21.5,False,Органическое,B
Пекинская,2025-01-28,58,1.43,12.1,5.53,19.5,False,Минеральное,C
Брокколи,2026-01-05,91,0.98,11.6,6.09,17.0,True,Минеральное,C
Кольраби,2024-08-21,89,0.42,12.0,6.33,13.3,False,Минеральное,A
Пекинская,2026-05-13,75,1.4,15.5,6.0,14.2,True,Минеральное,C
Брюссельская,2025-05-13,125,0.51,7.5,6.88,12.0,True,Минеральное,B
Савойская,2025-02-01,98,2.06,14.4,7.37,3.5,False,Органическое,C
Краснокочанная,2024-09-29,120,2.9,21.0,5.94,11.0,False,Комплексное,A
Пекинская,2025-09-10,50,0.85,16.0,6.38,12.5,False,Органическое,A
Пекинская,2024-11-25,54,1.45,15.9,7.27,16.6,False,Комплексное,A
Брокколи,2025-03-27,91,1.42,18.2,6.08,13.9,False,Комплексное,B
Брокколи,2025-05-26,96,0.68,14.1,7.25,9.9,False,Без удобрений,B
Краснокочанная,2025-08-15,118,1.1,21.3,5.65,10.6,False,Биоудобрение,C
Савойская,2025-07-02,103,2.27,22.3,6.97,19.3,False,Комплексное,A
Брокколи,2025-04-11,81,0.81,15.7,6.15,18.1,True,Биоудобрение,D
Кольраби,2025-08-21,86,0.85,13.3,6.52,16.7,False,Комплексное,A
Краснокочанная,2024-06-10,126,1.18,22.4,5.9,9.4,False,Комплексное,B
Савойская,2026-05-29,113,2.28,19.7,5.74,11.5,True,Минеральное,D
Брокколи,2025-08-15,70,0.48,11.9,7.26,7.3,False,Минеральное,B
Цветная,2024-05-01,76,1.11,13.4,6.74,21.2,False,Органическое,B
Цветная,2024-06-06,96,1.49,12.0,7.6,13.6,False,Органическое,A
Брокколи,2026-02-04,99,0.64,15.8,5.37,16.1,False,Комплексное,B
Цветная,2024-09-27,110,1.2,16.4,6.45,9.1,True,Комплексное,B
Пекинская,2025-02-07,52,1.06,11.3,5.92,10.1,False,Комплексное,A
Пекинская,2026-01-30,69,0.75,16.7,7.31,5.9,False,Минеральное,C
Белокочанная,2024-04-02,91,4.09,17.8,6.45,8.6,False,Биоудобрение,A
Пекинская,2025-04-19,49,0.8,15.3,6.92,14.2,False,Органическое,A
Кольраби,2024-07-05,59,0.87,12.2,7.12,8.9,False,Органическое,B
Брюссельская,2026-03-16,127,0.39,6.7,5.54,18.2,True,Комплексное,D
Цветная,2024-05-28,107,1.33,12.6,7.37,14.2,False,Минеральное,C
Брюссельская,2025-10-22,110,0.39,5.2,6.13,20.5,False,Биоудобрение,B
Цветная,2025-07-09,122,1.4,12.8,5.32,4.9,False,Комплексное,B
Кольраби,2025-08-06,62,0.45,10.4,6.09,13.0,False,Биоудобрение,A
Краснокочанная,2025-07-18,140,1.22,15.3,6.11,13.0,False,Биоудобрение,A
Брокколи,2026-05-03,80,1.69,9.2,5.59,12.4,False,Биоудобрение,A
Кольраби,2025-07-26,76,0.86,8.3,6.73,24.5,False,Минеральное,B
Брокколи,2025-09-07,77,1.2,11.4,6.75,14.5,False,Минеральное,A
Савойская,2024-08-18,108,2.05,18.1,6.11,15.6,False,Комплексное,A
Цветная,2026-05-14,84,0.74,12.6,7.26,10.1,False,Биоудобрение,A
Пекинская,2024-03-19,73,0.43,8.8,7.39,14.6,True,Биоудобрение,C
Пекинская,2026-02-07,68,1.84,14.0,7.11,13.0,False,Биоудобрение,A
Савойская,2026-01-05,124,0.86,23.0,7.5,11.0,False,Минеральное,B
Белокочанная,2025-07-06,137,2.75,24.2,7.51,15.1,False,Комплексное,B
Пекинская,2025-11-03,59,1.56,14.8,6.65,9.5,False,Комплексное,A
Пекинская,2025-08-22,78,1.33,13.3,6.27,8.7,False,Комплексное,A
Кольраби,2024-10-02,81,0.36,7.0,6.54,11.0,True,Биоудобрение,C
Пекинская,2025-07-05,78,0.47,16.0,6.5,6.5,False,Без удобрений,B
Брокколи,2024-04-01,103,0.97,8.2,6.8,21.3,True,Биоудобрение,D
Савойская,2025-04-23,123,1.86,23.0,6.79,8.5,False,Минеральное,A
Брокколи,2025-05-28,102,0.44,15.2,6.81,13.7,True,Биоудобрение,B
Пекинская,2024-10-09,68,0.61,9.0,5.28,14.0,True,Минеральное,C
Брюссельская,2025-09-21,132,0.38,5.7,6.86,9.0,True,Минеральное,C
Пекинская,2024-07-23,61,1.24,16.3,6.59,15.9,False,Минеральное,A
Савойская,2026-06-06,118,2.2,16.5,6.15,11.9,True,Органическое,C
Белокочанная,2024-03-28,134,3.25,24.8,6.59,16.3,False,Биоудобрение,B
Цветная,2026-02-05,121,1.37,13.0,5.24,9.2,False,Органическое,B
Брюссельская,2024-10-18,130,0.84,4.3,7.21,16.4,False,Комплексное,B
Кольраби,2025-06-11,62,0.81,9.0,5.54,16.3,False,Биоудобрение,B
Белокочанная,2024-07-30,120,4.22,25.4,6.39,17.5,False,Комплексное,A
Брокколи,2026-02-09,82,0.68,14.2,6.55,16.8,False,Без удобрений,B
Краснокочанная,2025-05-20,121,2.68,13.9,6.44,14.6,False,Без удобрений,B
Краснокочанная,2025-02-20,142,1.46,15.0,6.08,15.8,False,Комплексное,A
Брокколи,2025-02-10,100,0.8,17.7,5.64,13.7,False,Минеральное,A
Цветная,2026-01-01,88,1.44,14.0,5.4,8.1,False,Биоудобрение,B
Белокочанная,2025-07-07,97,1.46,19.2,5.23,12.5,False,Минеральное,C
Краснокочанная,2025-12-27,132,2.28,13.8,7.08,14.7,False,Без удобрений,B
Брокколи,2025-10-13,98,0.84,17.6,7.11,13.6,True,Органическое,B
Брокколи,2024-07-17,78,0.55,10.6,6.41,15.8,False,Органическое,A
Брокколи,2024-04-23,67,0.71,16.9,6.54,13.7,True,Комплексное,B
Брокколи,2025-01-28,60,1.26,12.4,5.83,14.4,False,Органическое,B
Цветная,2025-01-10,73,2.0,15.8,6.3,11.1,False,Комплексное,A
Кольраби,2024-04-07,58,0.89,9.5,6.01,10.9,False,Биоудобрение,A
Брюссельская,2024-12-04,104,1.23,4.1,6.7,15.6,False,Органическое,A
Брокколи,2025-05-18,66,1.16,15.8,7.21,17.3,True,Органическое,D
Брокколи,2025-02-01,75,1.2,18.6,6.36,15.1,False,Минеральное,A
Кольраби,2024-08-03,61,0.91,12.8,7.3,13.6,False,Комплексное,A
Брокколи,2026-06-06,78,1.1,17.8,7.23,12.2,False,Биоудобрение,B
Брюссельская,2026-01-21,98,0.86,5.9,6.77,13.9,False,Минеральное,A
Кольраби,2024-09-13,72,0.29,12.2,7.58,14.7,False,Комплексное,B
Брюссельская,2025-03-14,111,0.64,6.7,7.55,13.0,False,Без удобрений,B
Кольраби,2024-11-26,90,0.58,12.3,6.72,14.4,False,Биоудобрение,A
Цветная,2025-09-19,117,1.78,17.4,5.3,16.6,False,Комплексное,B
Белокочанная,2024-06-03,112,2.86,17.1,7.25,12.3,False,Комплексное,A
Кольраби,2025-11-26,75,1.04,12.4,7.52,12.3,False,Биоудобрение,B
Краснокочанная,2024-12-28,107,1.98,12.9,5.85,6.0,False,Органическое,B
Цветная,2025-04-29,121,1.26,15.1,7.22,16.4,False,Минеральное,B
Брокколи,2024-10-12,82,1.38,10.3,6.39,14.4,False,Комплексное,A
Савойская,2024-10-25,113,1.72,15.5,7.35,6.0,False,Минеральное,C
Брокколи,2024-06-08,81,1.05,9.6,5.95,16.8,False,Органическое,B
Краснокочанная,2026-01-04,107,3.13,22.9,6.07,11.9,False,Органическое,A
Брюссельская,2025-06-30,101,1.02,4.9,5.65,9.1,False,Органическое,A
Краснокочанная,2025-07-08,110,1.82,18.8,7.03,18.5,False,Минеральное,B
Брюссельская,2026-01-07,122,0.65,6.3,5.67,14.3,False,Комплексное,A
Кольраби,2024-09-16,85,0.48,9.5,6.66,16.3,True,Минеральное,B
Брокколи,2024-07-06,96,0.44,11.3,6.42,13.1,True,Органическое,B
Савойская,2024-12-22,113,0.9,20.5,5.45,17.2,False,Органическое,B
Кольраби,2024-04-19,75,0.46,12.8,7.34,10.7,False,Без удобрений,C
Савойская,2024-03-21,103,1.6,21.0,5.43,9.5,False,Биоудобрение,B
Кольраби,2024-10-20,61,0.39,6.3,5.65,3.5,False,Комплексное,B
Белокочанная,2025-07-12,114,1.43,20.8,5.47,9.0,False,Органическое,B
Цветная,2025-01-29,99,1.14,17.1,6.48,14.7,False,Минеральное,A
Белокочанная,2025-08-30,113,2.43,23.8,5.82,16.8,True,Комплексное,C
Белокочанная,2025-10-30,107,2.04,14.0,6.65,12.3,False,Биоудобрение,A
Белокочанная,2024-11-23,122,2.65,17.5,6.06,12.0,False,Минеральное,B
Брокколи,2024-10-31,91,0.68,12.1,6.91,22.4,False,Органическое,A
Пекинская,2024-07-28,60,0.95,11.9,7.4,12.1,False,Органическое,B
Цветная,2024-11-22,106,1.44,13.3,6.62,19.7,False,Комплексное,A
Пекинская,2026-01-23,69,1.74,15.7,6.78,14.9,False,Минеральное,B
Кольраби,2024-08-08,74,0.31,11.8,6.32,17.6,True,Комплексное,C
Краснокочанная,2026-02-17,153,1.16,16.2,5.68,10.7,True,Комплексное,C
Брокколи,2024-04-11,75,1.02,10.9,5.3,17.7,False,Органическое,B
Пекинская,2025-09-02,55,0.77,10.6,6.75,10.8,False,Биоудобрение,A
Цветная,2024-08-28,80,1.59,20.9,6.63,9.8,False,Органическое,A
Цветная,2025-05-21,74,1.03,18.7,5.68,14.8,False,Комплексное,A
Краснокочанная,2024-11-07,114,2.41,19.7,5.74,13.4,False,Органическое,B
Брюссельская,2026-03-25,119,0.73,6.4,6.43,14.6,False,Комплексное,A
Брокколи,2025-08-15,79,0.44,16.3,7.53,11.1,True,Комплексное,C
Цветная,2024-08-25,96,1.41,19.6,7.51,10.2,False,Органическое,B
Савойская,2026-04-06,101,1.01,13.0,5.81,16.0,False,Минеральное,A
Пекинская,2024-03-21,70,0.67,9.9,5.59,17.9,False,Органическое,C
Пекинская,2024-07-18,60,0.71,9.6,5.66,4.7,True,Биоудобрение,D
Савойская,2024-06-25,116,1.24,19.5,5.91,9.3,True,Комплексное,B
Кольраби,2025-07-19,77,0.95,7.8,6.52,15.5,False,Комплексное,A
Савойская,2024-09-17,122,2.02,13.9,7.38,11.9,False,Комплексное,B
Пекинская,2024-05-28,63,0.61,11.7,5.28,15.6,True,Минеральное,D
Савойская,2025-06-08,137,1.6,20.5,7.52,19.0,False,Комплексное,B
Брюссельская,2024-03-23,119,0.87,8.5,7.57,12.4,False,Комплексное,B
Кольраби,2026-02-11,68,0.91,14.0,6.55,7.8,False,Минеральное,A
Краснокочанная,2025-12-03,107,1.33,23.6,6.56,6.2,False,Органическое,B
Белокочанная,2024-04-06,125,3.47,26.0,5.54,16.0,False,Биоудобрение,B
Пекинская,2025-02-05,75,0.9,12.2,5.69,15.3,True,Комплексное,C
Цветная,2026-06-11,78,0.74,18.3,6.49,12.9,True,Органическое,B
Краснокочанная,2025-01-07,146,2.05,21.2,6.88,12.9,False,Биоудобрение,A
Цветная,2025-02-26,112,1.8,14.7,6.25,14.1,False,Без удобрений,A
Цветная,2025-09-13,83,1.1,13.5,6.12,10.5,False,Минеральное,A
Цветная,2024-08-19,72,1.48,18.9,6.98,16.1,False,Минеральное,A
Краснокочанная,2025-09-16,149,2.8,20.3,5.31,12.2,False,Комплексное,A
Брюссельская,2026-04-03,97,0.76,5.8,5.45,20.0,False,Без удобрений,C
Савойская,2025-11-06,105,2.14,16.2,6.85,18.9,False,Биоудобрение,B
Пекинская,2026-02-15,70,0.57,12.1,6.58,15.1,False,Биоудобрение,A
Краснокочанная,2025-06-08,144,2.74,21.2,5.88,11.5,False,Биоудобрение,B
Цветная,2026-04-09,81,0.76,11.7,6.7,6.0,False,Минеральное,A
Савойская,2025-01-09,129,0.94,20.1,7.08,13.5,False,Биоудобрение,B
Кольраби,2025-10-23,75,0.75,6.8,6.89,8.3,False,Биоудобрение,B
Краснокочанная,2025-05-25,133,1.04,17.4,5.33,11.2,False,Минеральное,B
Кольраби,2026-04-21,60,0.67,6.9,6.35,10.5,False,Органическое,A
Пекинская,2024-03-26,74,0.91,14.1,5.22,15.3,False,Минеральное,B
Пекинская,2024-05-11,81,1.43,14.6,7.42,9.7,False,Комплексное,A
Брокколи,2024-09-19,63,1.73,15.5,5.41,12.1,False,Комплексное,A
Краснокочанная,2024-11-08,127,1.96,14.1,5.38,15.5,False,Комплексное,B
Пекинская,2025-01-31,56,0.83,16.7,5.4,16.2,False,Комплексное,B
Цветная,2026-03-13,87,1.79,15.6,5.65,12.1,False,Органическое,B
Пекинская,2025-12-17,70,0.87,15.8,5.73,15.7,False,Биоудобрение,A
Краснокочанная,2025-01-26,128,2.96,13.0,5.87,14.7,False,Органическое,A
Белокочанная,2024-09-11,98,2.57,23.6,6.76,10.2,False,Комплексное,A
